Customer ID,Full Name,Country,Country Code,City,Gender,Ethnicity,Business Unit,Product Category,Product,Purchage Amount,Price,Qty,Discount,Total Price,GST Rate,Shipment mode
CH97,Caroline Hu,China,CH,Shanghai,Female,Asian,B2B,Office Equipment,Mircowave,2884,10300,19,35%,127205,18%,Raod
CH98,Madison Kumar,China,CH,Chengdu,Female,Asian,B2C,Home Appliance,Air Purifier,7350,35000,2,9%,63700,18%,Air
US263,Matthew Lim,United States,US,Seattle,Male,Asian,B2C,Home Appliance,Mircowave,1525,6100,1,12%,5368,18%,Air
US264,Maya Ngo,United States,US,Columbus,Female,Asian,B2C,Office Equipment,Printer,8346,21400,1,0%,21400,18%,Air
BR60,Alice Soto,Brazil,BR,Manaus,Female,Latino,B2B,Home Appliance,waching machine,11349,29100,41,44%,668136,28%,Air
US265,Andrew Moore,United States,US,Chicago,Male,Caucasian,B2B,Office Equipment,Mircowave,1612,5200,43,42%,129688,18%,Air
US266,Olivia Harris,United States,US,Columbus,Female,Caucasian,B2C,Home Appliance,waching machine,19328,60400,2,9%,109928,28%,Air
US267,Genesis Banks,United States,US,Chicago,Female,Caucasian,B2B,Home Appliance,Oven,2340,9000,49,31%,304290,18%,Air
US268,Victoria Johnson,United States,US,Columbus,Female,Caucasian,B2C,Home Appliance,Dishwasher,10318,46900,1,12%,41272,18%,Air
US269,Eloise Griffin,United States,US,Austin,Female,Caucasian,B2C,Office Equipment,Mircowave,3509,12100,3,4%,34848,18%,Air
US270,Roman Yang,United States,US,Phoenix,Male,Asian,B2C,Home Appliance,Vacuum Cleaner,1624,5600,3,2%,16464,18%,Air
CH99,Clara Huynh,China,CH,Shanghai,Female,Asian,B2C,Home Appliance,waching machine,6264,23200,1,6%,21808,28%,Air
US271,Kai Flores,United States,US,Seattle,Male,Latino,B2C,Office Equipment,Telephone,640,2000,1,10%,1800,18%,Air
CH100,Jaxson Dinh,China,CH,Shanghai,Male,Asian,B2B,Home Appliance,Air Purifier,7160,35800,35,44%,701680,18%,Raod
CH101,Sophie Vang,China,CH,Chongqing,Female,Asian,B2C,Office Equipment,Coffee Vender Machin,23244,89400,2,12%,157344,18%,Air
US272,Axel Jordan,United States,US,Chicago,Male,Caucasian,B2C,Office Equipment,Mircowave,5032,14800,2,5%,28120,18%,Air
US273,Jade Hunter,United States,US,Columbus,Female,Caucasian,B2C,Office Equipment,Oven,5513,14900,2,6%,28012,18%,Air
US274,Lydia Williams,United States,US,Chicago,Female,Black,B2B,Home Appliance,Vacuum Cleaner,1080,4500,37,41%,98235,18%,Air
CH102,Emery Chang,China,CH,Chengdu,Female,Asian,B2C,Home Appliance,Vacuum Cleaner,651,3100,1,3%,3007,18%,Air
CH103,Savannah He,China,CH,Beijing,Female,Asian,B2B,Home Appliance,Mircowave,2142,6300,33,47%,110187,18%,Raod
US275,Elias Ahmed,United States,US,Chicago,Male,Asian,B2B,Home Appliance,Oven,2700,10000,45,34%,297000,18%,Air
US276,Samantha Woods,United States,US,Phoenix,Female,Caucasian,B2C,Office Equipment,Oven,3976,14200,2,15%,24140,18%,Air
BR61,Axel Soto,Brazil,BR,Rio de Janerio,Male,Latino,B2C,Office Equipment,Desktop,10894,41900,3,10%,113130,18%,Air
US277,Amelia Choi,United States,US,Miami,Female,Asian,B2C,Office Equipment,Telephone,444,1200,3,8%,3312,18%,Air
CH104,Jacob Khan,China,CH,Shanghai,Male,Asian,B2C,Home Appliance,TV,30984,129100,3,1%,383427,18%,Air
US278,Luna Taylor,United States,US,Seattle,Female,Caucasian,B2C,Office Equipment,Printer,6363,30300,3,14%,78174,18%,Air
US279,Dominic Parker,United States,US,Seattle,Male,Caucasian,B2C,Home Appliance,Mircowave,2457,9100,2,9%,16562,18%,Air
CH105,Angel Xiong,China,CH,Shanghai,Male,Asian,B2C,Office Equipment,Desktop,15276,40200,1,11%,35778,18%,Air
CH106,Emma Cao,China,CH,Chongqing,Female,Asian,B2B,Home Appliance,Mircowave,3174,13800,40,43%,314640,18%,Raod
US280,Ezekiel Bryant,United States,US,Miami,Male,Caucasian,B2C,Home Appliance,Oven,4512,18800,2,12%,33088,18%,Air
US281,Natalie Hwang,United States,US,Phoenix,Female,Asian,B2B,Office Equipment,Coffee Vender Machin,13311,49300,33,32%,1106292,18%,Air
CH107,Adeline Yang,China,CH,Chongqing,Female,Asian,B2C,Office Equipment,Telephone,720,2400,1,12%,2112,18%,Air
US282,Allison Roberts,United States,US,Columbus,Female,Black,B2C,Home Appliance,Fridge,11088,30800,2,7%,57288,18%,Air
US283,Andrew Do,United States,US,Seattle,Male,Asian,B2C,Home Appliance,Mircowave,1960,7000,2,2%,13720,18%,Air
US284,Eliana Grant,United States,US,Chicago,Female,Caucasian,B2B,Home Appliance,Fridge,3150,12600,11,30%,97020,18%,Air
BR62,Mila Soto,Brazil,BR,Manaus,Female,Latino,B2C,Home Appliance,AC,30016,107200,2,12%,188672,28%,Air
US285,Gabriella Johnson,United States,US,Seattle,Female,Caucasian,B2C,Home Appliance,Fridge,16368,49600,2,7%,92256,18%,Air
CH108,Jonathan Khan,China,CH,Shanghai,Male,Asian,B2C,Home Appliance,Fridge,10860,54300,2,9%,98826,18%,Air
CH109,Elias Dang,China,CH,Chengdu,Male,Asian,B2C,Home Appliance,Vacuum Cleaner,925,3700,2,12%,6512,18%,Air
CH110,Theodore Ngo,China,CH,Beijing,Male,Asian,B2C,Home Appliance,Dishwasher,8326,36200,2,13%,62988,18%,Air
US286,Bella Lopez,United States,US,Chicago,Female,Latino,B2C,Office Equipment,Mircowave,1554,7400,1,3%,7178,18%,Air
CH111,Luca Truong,China,CH,Chongqing,Male,Asian,B2C,Home Appliance,AC,48048,145600,1,12%,128128,28%,Air
US287,Nathan Lau,United States,US,Austin,Male,Asian,B2C,Office Equipment,Printer,8658,22200,3,14%,57276,18%,Air
US288,Henry Campos,United States,US,Phoenix,Male,Latino,B2C,Office Equipment,Oven,2838,8600,3,13%,22446,18%,Air
US289,Connor Bell,United States,US,Austin,Male,Black,B2C,Home Appliance,waching machine,11904,49600,2,13%,86304,28%,Air
US290,Angel Stewart,United States,US,Seattle,Male,Caucasian,B2C,Home Appliance,Dishwasher,9858,31800,2,5%,60420,18%,Air
US291,Landon Brown,United States,US,Columbus,Male,Caucasian,B2B,Office Equipment,Oven,4368,15600,26,34%,267696,18%,Air
BR63,Nicholas Rivera,Brazil,BR,Sao Paulo,Male,Latino,B2C,Home Appliance,Mircowave,3159,11700,3,15%,29835,18%,Air
US292,Gabriel Carter,United States,US,Columbus,Male,Caucasian,B2C,Home Appliance,AC,20909,72100,3,5%,205485,28%,Air
US293,Leilani Baker,United States,US,Seattle,Female,Caucasian,B2C,Home Appliance,Fridge,7527,19300,2,3%,37442,18%,Air
BR64,Ian Flores,Brazil,BR,Rio de Janerio,Male,Latino,B2C,Office Equipment,Oven,5829,20100,2,10%,36180,18%,Air
US294,Hudson Thompson,United States,US,Phoenix,Male,Black,B2C,Office Equipment,Printer,10575,42300,1,4%,40608,18%,Air
US295,Ian Miller,United States,US,Austin,Male,Black,B2B,Home Appliance,Air Purifier,10360,37000,12,45%,244200,18%,Air
CH112,Harper Chin,China,CH,Shanghai,Female,Asian,B2C,Office Equipment,Oven,2444,9400,1,12%,8272,18%,Air
US296,Santiago F Brooks,United States,US,Phoenix,Male,Black,B2C,Office Equipment,Laptop,24070,83000,1,5%,78850,18%,Air
BR65,Dylan Dominguez,Brazil,BR,Rio de Janerio,Male,Latino,B2C,Home Appliance,Fridge,5181,15700,1,10%,14130,18%,Air
US297,Everett Lee,United States,US,Columbus,Male,Asian,B2C,Home Appliance,Vacuum Cleaner,1071,5100,3,9%,13923,18%,Air
US298,Madelyn Mehta,United States,US,Phoenix,Female,Asian,B2C,Home Appliance,waching machine,14696,66800,1,2%,65464,28%,Air
BR66,Athena Vasquez,Brazil,BR,Rio de Janerio,Female,Latino,B2C,Office Equipment,Mircowave,4455,13500,3,5%,38475,18%,Air
US299,William Watson,United States,US,Miami,Male,Caucasian,B2C,Home Appliance,Dishwasher,16410,54700,1,8%,50324,18%,Air
BR67,Everleigh Nunez,Brazil,BR,Manaus,Female,Latino,B2C,Office Equipment,Telephone,1170,3900,3,6%,10998,18%,Air
BR68,Leo Fernandez,Brazil,BR,Sao Paulo,Male,Latino,B2C,Home Appliance,waching machine,12129,31100,3,12%,82104,28%,Air
CH113,Joshua Lin,China,CH,Beijing,Male,Asian,B2C,Home Appliance,TV,12000,60000,3,12%,158400,18%,Air
BR69,Alexander Rivera,Brazil,BR,Manaus,Male,Latino,B2B,Home Appliance,Vacuum Cleaner,1020,3000,35,31%,72450,18%,Air
US300,David Desai,United States,US,Austin,Male,Asian,B2C,Office Equipment,Mircowave,3024,10800,3,2%,31752,18%,Air
CH114,Aubrey Yoon,China,CH,Chongqing,Female,Asian,B2C,Office Equipment,Telephone,1140,3800,3,0%,11400,18%,Air
US301,Grayson Brown,United States,US,Chicago,Male,Caucasian,B2C,Home Appliance,Air Purifier,4230,14100,3,3%,41031,18%,Air
CH115,Noah Chen,China,CH,Beijing,Male,Asian,B2C,Home Appliance,Vacuum Cleaner,1716,4400,3,1%,13068,18%,Air
CH116,Ella Nguyen,China,CH,Chongqing,Female,Asian,B2C,Office Equipment,Laptop,14820,49400,1,14%,42484,18%,Air
US302,Athena Jordan,United States,US,Seattle,Female,Black,B2C,Office Equipment,Telephone,360,1200,1,8%,1104,18%,Air
BR70,Adrian Ruiz,Brazil,BR,Sao Paulo,Male,Latino,B2B,Home Appliance,Vacuum Cleaner,1500,5000,27,49%,68850,18%,Air
BR71,Zoe Sanchez,Brazil,BR,Sao Paulo,Female,Latino,B2C,Home Appliance,waching machine,20677,66700,2,15%,113390,28%,Air
CH117,Jameson Chen,China,CH,Shanghai,Male,Asian,B2C,Office Equipment,Mircowave,1728,5400,2,7%,10044,18%,Air
US303,Liliana Soto,United States,US,Austin,Female,Latino,B2C,Office Equipment,Oven,2482,7300,1,4%,7008,18%,Air
US304,Lincoln Reyes,United States,US,Seattle,Male,Latino,B2C,Office Equipment,Oven,2626,10100,2,4%,19392,18%,Air
US305,Grayson Soto,United States,US,Columbus,Male,Latino,B2C,Home Appliance,Mircowave,3317,10700,2,13%,18618,18%,Air
US306,Julia Morris,United States,US,Phoenix,Female,Caucasian,B2B,Home Appliance,AC,17728,55400,21,36%,744576,28%,Air
US307,Ava Ortiz,United States,US,Columbus,Female,Latino,B2C,Office Equipment,Telephone,420,1200,3,6%,3384,18%,Air
CH118,Carson Chau,China,CH,Chongqing,Male,Asian,B2C,Home Appliance,Vacuum Cleaner,1598,4700,1,3%,4559,18%,Air
US308,Lillian Chen,United States,US,Columbus,Female,Asian,B2C,Office Equipment,Telephone,1036,2800,3,14%,7224,18%,Air
US309,Josiah Lewis,United States,US,Austin,Male,Caucasian,B2C,Home Appliance,Oven,6435,16500,2,4%,31680,18%,Air
US310,Claire Jones,United States,US,Seattle,Female,Caucasian,B2C,Home Appliance,Vacuum Cleaner,1711,5900,2,6%,11092,18%,Air
CH119,Jeremiah Lu,China,CH,Shanghai,Male,Asian,B2C,Home Appliance,Mircowave,5476,14800,2,10%,26640,18%,Air
US311,Nova Hill,United States,US,Chicago,Female,Caucasian,B2C,Office Equipment,Desktop,11362,43700,1,3%,42389,18%,Air
BR72,Peyton Cruz,Brazil,BR,Sao Paulo,Female,Latino,B2C,Home Appliance,Air Purifier,9256,35600,2,15%,60520,18%,Air
US312,Naomi Zhao,United States,US,Miami,Female,Asian,B2B,Home Appliance,TV,14454,43800,16,33%,469536,18%,Air
CH120,Rylee Bui,China,CH,Chongqing,Female,Asian,B2C,Home Appliance,Mircowave,2940,9800,1,11%,8722,18%,Air
US313,Andrew Reed,United States,US,Miami,Male,Black,B2B,Office Equipment,Telephone,930,3000,38,44%,63840,18%,Air
US314,Brooklyn Collins,United States,US,Austin,Female,Black,B2C,Office Equipment,Laptop,15279,46300,3,9%,126399,18%,Air
CH121,John Jung,China,CH,Shanghai,Male,Asian,B2C,Home Appliance,Oven,6045,19500,1,14%,16770,18%,Air
US315,Samantha Aguilar,United States,US,Seattle,Female,Latino,B2C,Home Appliance,Air Purifier,8175,32700,1,13%,28449,18%,Air
BR73,Madeline Acosta,Brazil,BR,Sao Paulo,Female,Latino,B2C,Home Appliance,AC,26736,111400,1,8%,102488,28%,Air
US316,Ethan Joseph,United States,US,Columbus,Male,Caucasian,B2C,Office Equipment,Desktop,6760,16900,3,7%,47151,18%,Air
CH122,Miles Mehta,China,CH,Chongqing,Male,Asian,B2C,Office Equipment,Desktop,11040,27600,3,10%,74520,18%,Air
BR74,Joshua Juarez,Brazil,BR,Sao Paulo,Male,Latino,B2C,Office Equipment,Coffee Vender Machin,13992,58300,3,3%,169653,18%,Air
US317,Matthew Howard,United States,US,Columbus,Male,Caucasian,B2B,Home Appliance,Mircowave,2160,10800,45,32%,330480,18%,Air
BR75,Jade Figueroa,Brazil,BR,Rio de Janerio,Female,Latino,B2B,Office Equipment,Mircowave,1944,5400,30,36%,103680,18%,Air
BR76,Everett Morales,Brazil,BR,Rio de Janerio,Male,Latino,B2C,Office Equipment,Oven,2800,8000,1,6%,7520,18%,Air
US318,Genesis Hunter,United States,US,Chicago,Female,Caucasian,B2B,Office Equipment,Coffee Vender Machin,21021,63700,22,31%,966966,18%,Air
BR77,Henry Figueroa,Brazil,BR,Manaus,Male,Latino,B2C,Office Equipment,Oven,3492,9700,1,11%,8633,18%,Air
CH123,Nicholas Song,China,CH,Chengdu,Male,Asian,B2C,Home Appliance,Mircowave,2816,8800,2,1%,17424,18%,Air
US319,Jack Alexander,United States,US,Miami,Male,Caucasian,B2C,Home Appliance,AC,23332,61400,2,3%,119116,28%,Air
US320,Jameson Foster,United States,US,Columbus,Male,Caucasian,B2C,Home Appliance,Vacuum Cleaner,957,3300,2,12%,5808,18%,Air
CH124,Leonardo Lo,China,CH,Chongqing,Male,Asian,B2C,Office Equipment,Mircowave,2760,6900,3,12%,18216,18%,Air
US321,Ella Huang,United States,US,Chicago,Female,Asian,B2C,Office Equipment,Desktop,7440,37200,3,10%,100440,18%,Air
US322,Liam Jordan,United States,US,Phoenix,Male,Caucasian,B2C,Home Appliance,Mircowave,2820,9400,1,4%,9024,18%,Air
US323,Isaac Woods,United States,US,Miami,Male,Caucasian,B2C,Home Appliance,waching machine,14910,71000,2,11%,126380,28%,Air
US324,Luke Wilson,United States,US,Miami,Male,Caucasian,B2C,Office Equipment,Laptop,6270,28500,3,5%,81225,18%,Air
US325,Lyla Alvarez,United States,US,Phoenix,Female,Latino,B2C,Home Appliance,Oven,4224,13200,2,6%,24816,18%,Air
BR78,Caleb Flores,Brazil,BR,Rio de Janerio,Male,Latino,B2B,Home Appliance,Oven,6930,19800,39,35%,501930,18%,Air
US326,Angel Lin,United States,US,Chicago,Male,Asian,B2C,Home Appliance,Fridge,16480,41200,2,1%,81576,18%,Air
US327,Easton Moore,United States,US,Seattle,Male,Caucasian,B2C,Office Equipment,Oven,3634,15800,2,12%,27808,18%,Air
US328,Kinsley Collins,United States,US,Phoenix,Female,Caucasian,B2B,Home Appliance,Mircowave,2759,8900,15,36%,85440,18%,Air
US329,Brooklyn Salazar,United States,US,Austin,Female,Latino,B2C,Home Appliance,Air Purifier,7548,20400,3,12%,53856,18%,Air
US330,Scarlett Jenkins,United States,US,Miami,Female,Caucasian,B2B,Home Appliance,AC,36435,104100,26,47%,1434498,28%,Air
US331,Melody Chin,United States,US,Chicago,Female,Asian,B2C,Home Appliance,Air Purifier,11877,32100,2,3%,62274,18%,Air
US332,Eloise Alexander,United States,US,Seattle,Female,Black,B2B,Office Equipment,Oven,7068,18600,13,48%,125736,18%,Air
US333,Carter Turner,United States,US,Phoenix,Male,Caucasian,B2C,Home Appliance,Dishwasher,14910,49700,1,3%,48209,18%,Air
CH125,Andrew Ma,China,CH,Chongqing,Male,Asian,B2C,Home Appliance,Dishwasher,6925,27700,2,0%,55400,18%,Air
CH126,Hailey Xi,China,CH,Chongqing,Female,Asian,B2C,Home Appliance,AC,23115,100500,1,8%,92460,28%,Air
US334,Aiden Le,United States,US,Austin,Male,Asian,B2C,Home Appliance,Fridge,4715,20500,3,4%,59040,18%,Air
CH127,Christopher Lim,China,CH,Shanghai,Male,Asian,B2C,Home Appliance,Oven,2730,7800,3,0%,23400,18%,Air
BR79,James Castillo,Brazil,BR,Manaus,Male,Latino,B2C,Home Appliance,Vacuum Cleaner,1530,5100,1,11%,4539,18%,Air
CH128,Greyson Dang,China,CH,Beijing,Male,Asian,B2B,Office Equipment,Coffee Vender Machin,33588,93300,43,30%,2808330,18%,Raod
US335,Hannah King,United States,US,Chicago,Female,Caucasian,B2C,Home Appliance,Vacuum Cleaner,2220,6000,3,14%,15480,18%,Air
US336,Wesley Dominguez,United States,US,Chicago,Male,Latino,B2B,Home Appliance,TV,10237,35300,32,45%,621280,18%,Air
CH129,Dominic Hu,China,CH,Shanghai,Male,Asian,B2C,Home Appliance,Air Purifier,9334,35900,1,14%,30874,18%,Air
US337,Nora Park,United States,US,Columbus,Female,Asian,B2C,Office Equipment,Desktop,6531,31100,3,1%,92367,18%,Air
CH130,Audrey Hwang,China,CH,Beijing,Female,Asian,B2C,Home Appliance,waching machine,9854,37900,2,14%,65188,28%,Air
US338,Ella Jenkins,United States,US,Phoenix,Female,Caucasian,B2C,Home Appliance,AC,38883,99700,1,5%,94715,28%,Air
US339,Peyton Owens,United States,US,Chicago,Female,Caucasian,B2C,Office Equipment,Mircowave,3013,13100,1,11%,11659,18%,Air
US340,Alice Lopez,United States,US,Seattle,Female,Latino,B2C,Home Appliance,Vacuum Cleaner,1296,4800,1,11%,4272,18%,Air
CH131,Dominic Le,China,CH,Chongqing,Male,Asian,B2B,Home Appliance,Air Purifier,7518,35800,32,48%,595712,18%,Raod
US341,Ezra Ortiz,United States,US,Miami,Male,Latino,B2B,Office Equipment,Printer,14355,43500,44,32%,1301520,18%,Air
CH132,Grayson Luu,China,CH,Shanghai,Male,Asian,B2C,Office Equipment,Laptop,11046,52600,2,15%,89420,18%,Air
US342,Brooks Stewart,United States,US,Columbus,Male,Black,B2C,Office Equipment,Desktop,11583,29700,2,15%,50490,18%,Air
CH133,Naomi Xi,China,CH,Chongqing,Female,Asian,B2C,Home Appliance,Fridge,14528,45400,1,0%,45400,18%,Air
BR80,Silas Estrada,Brazil,BR,Rio de Janerio,Male,Latino,B2B,Home Appliance,Mircowave,2288,10400,38,45%,217360,18%,Air
US343,Skylar Ayala,United States,US,Phoenix,Female,Latino,B2C,Office Equipment,Mircowave,3484,13400,1,3%,12998,18%,Air
US344,Lydia Huynh,United States,US,Chicago,Female,Asian,B2C,Home Appliance,waching machine,8328,34700,3,10%,93690,28%,Air
BR81,Hazel Cortez,Brazil,BR,Sao Paulo,Female,Latino,B2C,Office Equipment,Coffee Vender Machin,15602,53800,3,10%,145260,18%,Air
US345,Everleigh Adams,United States,US,Chicago,Female,Caucasian,B2C,Home Appliance,Mircowave,5480,13700,2,11%,24386,18%,Air
US346,Layla Salazar,United States,US,Seattle,Female,Latino,B2C,Home Appliance,Dishwasher,14110,41500,3,14%,107070,18%,Air
US347,Willow Chen,United States,US,Austin,Female,Asian,B2C,Home Appliance,Mircowave,2142,6300,1,8%,5796,18%,Air
US348,Penelope Griffin,United States,US,Seattle,Female,Caucasian,B2B,Office Equipment,Desktop,7625,30500,33,46%,543510,18%,Air
US349,Lillian Romero,United States,US,Austin,Female,Latino,B2B,Home Appliance,AC,14229,52700,23,46%,654534,28%,Air
US350,Stella Wu,United States,US,Phoenix,Female,Asian,B2C,Office Equipment,Desktop,4011,19100,2,7%,35526,18%,Air
US351,Parker Vang,United States,US,Miami,Male,Asian,B2C,Home Appliance,Dishwasher,17860,47000,3,5%,133950,18%,Air
US352,Mila Roberts,United States,US,Phoenix,Female,Caucasian,B2C,Home Appliance,Mircowave,3796,14600,1,13%,12702,18%,Air
CH134,Isaac Liu,China,CH,Chongqing,Male,Asian,B2C,Office Equipment,Printer,4818,21900,1,7%,20367,18%,Air
US353,Jacob Doan,United States,US,Miami,Male,Asian,B2C,Office Equipment,Telephone,760,1900,1,7%,1767,18%,Air
US354,Raelynn Ma,United States,US,Miami,Female,Asian,B2C,Office Equipment,Mircowave,4992,12800,3,5%,36480,18%,Air
US355,Jameson Juarez,United States,US,Miami,Male,Latino,B2C,Home Appliance,Air Purifier,8320,20800,3,8%,57408,18%,Air
US356,Everleigh Shah,United States,US,Columbus,Female,Asian,B2C,Office Equipment,Printer,13184,41200,2,11%,73336,18%,Air
US357,Alexander Foster,United States,US,Columbus,Male,Black,B2C,Home Appliance,Air Purifier,11232,41600,2,3%,80704,18%,Air
US358,Ryan Ha,United States,US,Miami,Male,Asian,B2B,Office Equipment,Desktop,8944,34400,11,39%,230824,18%,Air
US359,Chloe Salazar,United States,US,Seattle,Female,Latino,B2C,Home Appliance,TV,36918,175800,1,0%,175800,18%,Air
US360,Layla Scott,United States,US,Phoenix,Female,Caucasian,B2C,Office Equipment,Oven,6840,18000,1,4%,17280,18%,Air
CH135,Leah Khan,China,CH,Chongqing,Female,Asian,B2C,Home Appliance,TV,9650,38600,1,4%,37056,18%,Air
US361,Mason Jimenez,United States,US,Austin,Male,Latino,B2C,Home Appliance,Vacuum Cleaner,1056,4800,3,15%,12240,18%,Air
CH136,Hailey Dang,China,CH,Shanghai,Female,Asian,B2C,Home Appliance,waching machine,14416,42400,1,15%,36040,28%,Air
CH137,Amelia Bui,China,CH,Chengdu,Female,Asian,B2C,Home Appliance,AC,27852,126600,2,15%,215220,28%,Air
CH138,Elena Her,China,CH,Chongqing,Female,Asian,B2C,Office Equipment,Mircowave,3666,14100,2,11%,25098,18%,Air
BR82,Ian Cortez,Brazil,BR,Rio de Janerio,Male,Latino,B2C,Office Equipment,Laptop,8300,33200,1,13%,28884,18%,Air
CH139,Christian Ali,China,CH,Chongqing,Male,Asian,B2C,Office Equipment,Printer,13230,49000,1,4%,47040,18%,Air
BR83,Carter Ortiz,Brazil,BR,Sao Paulo,Male,Latino,B2C,Home Appliance,Dishwasher,10500,35000,2,1%,69300,18%,Air
CH140,Grayson Chan,China,CH,Chengdu,Male,Asian,B2C,Office Equipment,Laptop,19140,58000,1,4%,55680,18%,Air
BR84,Nolan Molina,Brazil,BR,Manaus,Male,Latino,B2B,Home Appliance,TV,13064,56800,25,34%,937200,18%,Air
CH141,Adam Kaur,China,CH,Chengdu,Male,Asian,B2B,Office Equipment,Telephone,875,3500,21,45%,40425,18%,Raod
US362,Amelia Kaur,United States,US,Columbus,Female,Asian,B2C,Home Appliance,Fridge,9040,45200,2,6%,84976,18%,Air
BR85,Autumn Gonzales,Brazil,BR,Manaus,Female,Latino,B2C,Home Appliance,Vacuum Cleaner,1134,5400,2,3%,10476,18%,Air
US363,Ezra Wilson,United States,US,Miami,Male,Caucasian,B2C,Office Equipment,Telephone,1372,4900,3,12%,12936,18%,Air
US364,Jacob Cheng,United States,US,Miami,Male,Asian,B2C,Office Equipment,Mircowave,1450,5800,3,12%,15312,18%,Air
US365,Melody Valdez,United States,US,Miami,Female,Latino,B2C,Home Appliance,waching machine,6040,30200,3,2%,88788,28%,Air
US366,Caroline Nelson,United States,US,Chicago,Female,Caucasian,B2C,Home Appliance,Mircowave,2673,8100,2,15%,13770,18%,Air
BR86,Ellie Guerrero,Brazil,BR,Manaus,Female,Latino,B2B,Office Equipment,Desktop,8532,23700,33,39%,477081,18%,Air
US367,Genesis Zhu,United States,US,Seattle,Female,Asian,B2C,Office Equipment,Printer,9074,34900,3,15%,88995,18%,Air
US368,Jonathan Ho,United States,US,Columbus,Male,Asian,B2B,Home Appliance,Air Purifier,9766,25700,26,50%,334100,18%,Air
US369,Savannah Park,United States,US,Seattle,Female,Asian,B2C,Home Appliance,Air Purifier,10449,38700,2,7%,71982,18%,Air
US370,Nathan Chan,United States,US,Seattle,Male,Asian,B2C,Home Appliance,waching machine,22050,73500,3,14%,189630,28%,Air
US371,Sofia Vu,United States,US,Austin,Female,Asian,B2C,Home Appliance,Oven,5084,16400,2,10%,29520,18%,Air
US372,Ruby Choi,United States,US,Columbus,Female,Asian,B2C,Office Equipment,Desktop,5824,22400,3,15%,57120,18%,Air
US373,Lily Pena,United States,US,Miami,Female,Latino,B2B,Office Equipment,Laptop,24810,82700,12,42%,575592,18%,Air
US374,Liam Zhang,United States,US,Chicago,Male,Asian,B2C,Home Appliance,Vacuum Cleaner,1512,5600,2,11%,9968,18%,Air
BR87,Ian Gutierrez,Brazil,BR,Rio de Janerio,Male,Latino,B2C,Office Equipment,Laptop,27684,76900,1,6%,72286,18%,Air
US375,David Simmons,United States,US,Phoenix,Male,Caucasian,B2C,Office Equipment,Printer,18241,49300,3,4%,141984,18%,Air
US376,Lincoln Henderson,United States,US,Chicago,Male,Caucasian,B2B,Home Appliance,Dishwasher,7920,39600,35,46%,748440,18%,Air
US377,Nathan Miller,United States,US,Miami,Male,Black,B2C,Office Equipment,Oven,2625,12500,1,9%,11375,18%,Air
CH142,James Singh,China,CH,Chongqing,Male,Asian,B2C,Office Equipment,Mircowave,1482,5700,3,15%,14535,18%,Air
BR88,Kayden Ortega,Brazil,BR,Rio de Janerio,Male,Latino,B2C,Office Equipment,Coffee Vender Machin,17560,87800,2,12%,154528,18%,Air
US378,Lucy Figueroa,United States,US,Columbus,Female,Latino,B2C,Office Equipment,Oven,2656,8300,3,14%,21414,18%,Air
BR89,Joshua Cortez,Brazil,BR,Manaus,Male,Latino,B2B,Home Appliance,Dishwasher,12510,41700,31,40%,775620,18%,Air
US379,Alexander Morris,United States,US,Phoenix,Male,Caucasian,B2C,Home Appliance,AC,24123,73100,2,5%,138890,28%,Air
US380,Grayson Chin,United States,US,Austin,Male,Asian,B2C,Home Appliance,Air Purifier,9932,38200,1,15%,32470,18%,Air
US381,Allison Espinoza,United States,US,Miami,Female,Latino,B2C,Home Appliance,Fridge,12731,43900,3,4%,126432,18%,Air
CH143,Naomi Chu,China,CH,Chongqing,Female,Asian,B2C,Office Equipment,Coffee Vender Machin,20670,79500,3,0%,238500,18%,Air
US382,Jameson Martin,United States,US,Phoenix,Male,Caucasian,B2B,Home Appliance,Oven,6386,20600,19,41%,230926,18%,Air
CH144,Sebastian Gupta,China,CH,Chongqing,Male,Asian,B2C,Home Appliance,TV,28292,128600,2,0%,257200,18%,Air
CH145,Eloise Pham,China,CH,Shanghai,Female,Asian,B2B,Office Equipment,Mircowave,3724,9800,17,42%,96628,18%,Raod
US383,Valentina Davis,United States,US,Miami,Female,Caucasian,B2C,Office Equipment,Mircowave,3468,10200,2,15%,17340,18%,Air
US384,Brooklyn Daniels,United States,US,Miami,Female,Caucasian,B2B,Office Equipment,Mircowave,1180,5900,42,35%,161070,18%,Air
BR90,Paisley Gomez,Brazil,BR,Rio de Janerio,Female,Latino,B2C,Home Appliance,Dishwasher,11026,29800,2,13%,51852,18%,Air
CH146,Madison Li,China,CH,Beijing,Female,Asian,B2C,Home Appliance,AC,22260,79500,1,7%,73935,28%,Air
US385,Everleigh Simmons,United States,US,Chicago,Female,Caucasian,B2B,Office Equipment,Oven,7106,18700,32,32%,406912,18%,Air
US386,Logan Soto,United States,US,Columbus,Male,Latino,B2C,Office Equipment,Printer,9184,28700,3,8%,79212,18%,Air
US387,Charlotte Vo,United States,US,Seattle,Female,Asian,B2C,Home Appliance,Air Purifier,12243,37100,2,10%,66780,18%,Air
US388,Alice Thompson,United States,US,Seattle,Female,Caucasian,B2C,Home Appliance,AC,49099,132700,2,3%,257438,28%,Air
BR91,Peyton Garza,Brazil,BR,Manaus,Female,Latino,B2B,Home Appliance,Dishwasher,7791,37100,16,30%,415520,18%,Air
